OBJECTID;Corine_Slide;X;Y;Corine_Slide_1;OBJECTID_1;Elev_slidee;X_1;Y_1;Elev_slidee_1;OBJECTID_12;Slope_slide;X_12;Y_12;Slope_slide_1
2229;333;7259619,697799999300000;2269412,178999999500000;333,000000000000000;2229;1919;7259619,697799999300000;2269412,178999999500000;1919,000000000000000;2229;240;7259619,697799999300000;2269412,178999999500000;240,000000000000000
2230;333;7259644,697799999300000;2269412,178999999500000;333,000000000000000;2230;1915;7259644,697799999300000;2269412,178999999500000;1915,000000000000000;2230;242;7259644,697799999300000;2269412,178999999500000;242,000000000000000
2231;333;7259669,697799999300000;2269412,178999999500000;333,000000000000000;2231;1911;7259669,697799999300000;2269412,178999999500000;1911,000000000000000;2231;243;7259669,697799999300000;2269412,178999999500000;243,000000000000000
2232;333;7259694,697799999300000;2269412,178999999500000;333,000000000000000;2232;1906;7259694,697799999300000;2269412,178999999500000;1906,000000000000000;2232;242;7259694,697799999300000;2269412,178999999500000;242,000000000000000
2233;333;7259719,697799999300000;2269412,178999999500000;333,000000000000000;2233;1901;7259719,697799999300000;2269412,178999999500000;1901,000000000000000;2233;238;7259719,697799999300000;2269412,178999999500000;238,000000000000000
2234;321;7257719,697799999300000;2269387,178999999500000;321,000000000000000;2234;2035;7257719,697799999300000;2269387,178999999500000;2035,000000000000000;2234;191;7257719,697799999300000;2269387,178999999500000;191,000000000000000
2235;321;7257744,697799999300000;2269387,178999999500000;321,000000000000000;2235;2046;7257744,697799999300000;2269387,178999999500000;2046,000000000000000;2235;183;7257744,697799999300000;2269387,178999999500000;183,000000000000000
2236;321;7257769,697799999300000;2269387,178999999500000;321,000000000000000;2236;2072;7257769,697799999300000;2269387,178999999500000;2072,000000000000000;2236;179;7257769,697799999300000;2269387,178999999500000;179,000000000000000
2237;321;7257794,697799999300000;2269387,178999999500000;321,000000000000000;2237;2093;7257794,697799999300000;2269387,178999999500000;2093,000000000000000;2237;184;7257794,697799999300000;2269387,178999999500000;184,000000000000000
2238;321;7257819,697799999300000;2269387,178999999500000;321,000000000000000;2238;2112;7257819,697799999300000;2269387,178999999500000;2112,000000000000000;2238;187;7257819,697799999300000;2269387,178999999500000;187,000000000000000
2239;321;7257844,697799999300000;2269387,178999999500000;321,000000000000000;2239;2127;7257844,697799999300000;2269387,178999999500000;2127,000000000000000;2239;191;7257844,697799999300000;2269387,178999999500000;191,000000000000000
2240;321;7257869,697799999300000;2269387,178999999500000;321,000000000000000;2240;2142;7257869,697799999300000;2269387,178999999500000;2142,000000000000000;2240;193;7257869,697799999300000;2269387,178999999500000;193,000000000000000
2241;321;7257894,697799999300000;2269387,178999999500000;321,000000000000000;2241;2157;7257894,697799999300000;2269387,178999999500000;2157,000000000000000;2241;196;7257894,697799999300000;2269387,178999999500000;196,000000000000000
2242;321;7257919,697799999300000;2269387,178999999500000;321,000000000000000;2242;2175;7257919,697799999300000;2269387,178999999500000;2175,000000000000000;2242;201;7257919,697799999300000;2269387,178999999500000;201,000000000000000
2243;321;7257944,697799999300000;2269387,178999999500000;321,000000000000000;2243;2185;7257944,697799999300000;2269387,178999999500000;2185,000000000000000;2243;205;7257944,697799999300000;2269387,178999999500000;205,000000000000000
2244;321;7258069,697799999300000;2269387,178999999500000;321,000000000000000;2244;2224;7258069,697799999300000;2269387,178999999500000;2224,000000000000000;2244;221;7258069,697799999300000;2269387,178999999500000;221,000000000000000
2245;321;7258094,697799999300000;2269387,178999999500000;321,000000000000000;2245;2216;7258094,697799999300000;2269387,178999999500000;2216,000000000000000;2245;213;7258094,697799999300000;2269387,178999999500000;213,000000000000000
2246;321;7258119,697799999300000;2269387,178999999500000;321,000000000000000;2246;2208;7258119,697799999300000;2269387,178999999500000;2208,000000000000000;2246;206;7258119,697799999300000;2269387,178999999500000;206,000000000000000
2247;321;7258144,697799999300000;2269387,178999999500000;321,000000000000000;2247;2195;7258144,697799999300000;2269387,178999999500000;2195,000000000000000;2247;201;7258144,697799999300000;2269387,178999999500000;201,000000000000000
2248;321;7258169,697799999300000;2269387,178999999500000;321,000000000000000;2248;2187;7258169,697799999300000;2269387,178999999500000;2187,000000000000000;2248;195;7258169,697799999300000;2269387,178999999500000;195,000000000000000
2249;321;7258194,697799999300000;2269387,178999999500000;321,000000000000000;2249;2177;7258194,697799999300000;2269387,178999999500000;2177,000000000000000;2249;191;7258194,697799999300000;2269387,178999999500000;191,000000000000000
2250;321;7258219,697799999300000;2269387,178999999500000;321,000000000000000;2250;2156;7258219,697799999300000;2269387,178999999500000;2156,000000000000000;2250;193;7258219,697799999300000;2269387,178999999500000;193,000000000000000
2251;333;7259419,697799999300000;2269387,178999999500000;333,000000000000000;2251;1927;7259419,697799999300000;2269387,178999999500000;1927,000000000000000;2251;235;7259419,697799999300000;2269387,178999999500000;235,000000000000000
2252;333;7259444,697799999300000;2269387,178999999500000;333,000000000000000;2252;1926;7259444,697799999300000;2269387,178999999500000;1926,000000000000000;2252;236;7259444,697799999300000;2269387,178999999500000;236,000000000000000
2253;333;7259469,697799999300000;2269387,178999999500000;333,000000000000000;2253;1922;7259469,697799999300000;2269387,178999999500000;1922,000000000000000;2253;235;7259469,697799999300000;2269387,178999999500000;235,000000000000000
2254;333;7259494,697799999300000;2269387,178999999500000;333,000000000000000;2254;1923;7259494,697799999300000;2269387,178999999500000;1923,000000000000000;2254;236;7259494,697799999300000;2269387,178999999500000;236,000000000000000
2255;333;7259519,697799999300000;2269387,178999999500000;333,000000000000000;2255;1918;7259519,697799999300000;2269387,178999999500000;1918,000000000000000;2255;235;7259519,697799999300000;2269387,178999999500000;235,000000000000000
2256;333;7259544,697799999300000;2269387,178999999500000;333,000000000000000;2256;1919;7259544,697799999300000;2269387,178999999500000;1919,000000000000000;2256;234;7259544,697799999300000;2269387,178999999500000;234,000000000000000
2257;333;7259569,697799999300000;2269387,178999999500000;333,000000000000000;2257;1917;7259569,697799999300000;2269387,178999999500000;1917,000000000000000;2257;235;7259569,697799999300000;2269387,178999999500000;235,000000000000000
2258;333;7259594,697799999300000;2269387,178999999500000;333,000000000000000;2258;1914;7259594,697799999300000;2269387,178999999500000;1914,000000000000000;2258;236;7259594,697799999300000;2269387,178999999500000;236,000000000000000
2259;333;7259619,697799999300000;2269387,178999999500000;333,000000000000000;2259;1911;7259619,697799999300000;2269387,178999999500000;1911,000000000000000;2259;239;7259619,697799999300000;2269387,178999999500000;239,000000000000000
2260;333;7259644,697799999300000;2269387,178999999500000;333,000000000000000;2260;1910;7259644,697799999300000;2269387,178999999500000;1910,000000000000000;2260;238;7259644,697799999300000;2269387,178999999500000;238,000000000000000
2261;321;7257744,697799999300000;2269362,178999999500000;321,000000000000000;2261;2036;7257744,697799999300000;2269362,178999999500000;2036,000000000000000;2261;189;7257744,697799999300000;2269362,178999999500000;189,000000000000000
2262;321;7257769,697799999300000;2269362,178999999500000;321,000000000000000;2262;2062;7257769,697799999300000;2269362,178999999500000;2062,000000000000000;2262;188;7257769,697799999300000;2269362,178999999500000;188,000000000000000
2263;321;7257794,697799999300000;2269362,178999999500000;321,000000000000000;2263;2081;7257794,697799999300000;2269362,178999999500000;2081,000000000000000;2263;182;7257794,697799999300000;2269362,178999999500000;182,000000000000000
2264;321;7257819,697799999300000;2269362,178999999500000;321,000000000000000;2264;2099;7257819,697799999300000;2269362,178999999500000;2099,000000000000000;2264;184;7257819,697799999300000;2269362,178999999500000;184,000000000000000
2265;321;7257844,697799999300000;2269362,178999999500000;321,000000000000000;2265;2115;7257844,697799999300000;2269362,178999999500000;2115,000000000000000;2265;187;7257844,697799999300000;2269362,178999999500000;187,000000000000000
2266;321;7257869,697799999300000;2269362,178999999500000;321,000000000000000;2266;2134;7257869,697799999300000;2269362,178999999500000;2134,000000000000000;2266;191;7257869,697799999300000;2269362,178999999500000;191,000000000000000
2267;321;7257894,697799999300000;2269362,178999999500000;321,000000000000000;2267;2145;7257894,697799999300000;2269362,178999999500000;2145,000000000000000;2267;192;7257894,697799999300000;2269362,178999999500000;192,000000000000000
2268;321;7257919,697799999300000;2269362,178999999500000;321,000000000000000;2268;2158;7257919,697799999300000;2269362,178999999500000;2158,000000000000000;2268;198;7257919,697799999300000;2269362,178999999500000;198,000000000000000
2269;321;7257944,697799999300000;2269362,178999999500000;321,000000000000000;2269;2168;7257944,697799999300000;2269362,178999999500000;2168,000000000000000;2269;202;7257944,697799999300000;2269362,178999999500000;202,000000000000000
2270;321;7257969,697799999300000;2269362,178999999500000;321,000000000000000;2270;2189;7257969,697799999300000;2269362,178999999500000;2189,000000000000000;2270;209;7257969,697799999300000;2269362,178999999500000;209,000000000000000
2271;321;7258069,697799999300000;2269362,178999999500000;321,000000000000000;2271;2213;7258069,697799999300000;2269362,178999999500000;2213,000000000000000;2271;221;7258069,697799999300000;2269362,178999999500000;221,000000000000000
2272;321;7258094,697799999300000;2269362,178999999500000;321,000000000000000;2272;2205;7258094,697799999300000;2269362,178999999500000;2205,000000000000000;2272;216;7258094,697799999300000;2269362,178999999500000;216,000000000000000
2273;321;7258119,697799999300000;2269362,178999999500000;321,000000000000000;2273;2197;7258119,697799999300000;2269362,178999999500000;2197,000000000000000;2273;207;7258119,697799999300000;2269362,178999999500000;207,000000000000000
2274;321;7258144,697799999300000;2269362,178999999500000;321,000000000000000;2274;2184;7258144,697799999300000;2269362,178999999500000;2184,000000000000000;2274;199;7258144,697799999300000;2269362,178999999500000;199,000000000000000
2275;321;7258169,697799999300000;2269362,178999999500000;321,000000000000000;2275;2174;7258169,697799999300000;2269362,178999999500000;2174,000000000000000;2275;196;7258169,697799999300000;2269362,178999999500000;196,000000000000000
2276;321;7258194,697799999300000;2269362,178999999500000;321,000000000000000;2276;2156;7258194,697799999300000;2269362,178999999500000;2156,000000000000000;2276;195;7258194,697799999300000;2269362,178999999500000;195,000000000000000
2277;321;7258219,697799999300000;2269362,178999999500000;321,000000000000000;2277;2140;7258219,697799999300000;2269362,178999999500000;2140,000000000000000;2277;197;7258219,697799999300000;2269362,178999999500000;197,000000000000000
2278;324;7259294,697799999300000;2269362,178999999500000;324,000000000000000;2278;1927;7259294,697799999300000;2269362,178999999500000;1927,000000000000000;2278;231;7259294,697799999300000;2269362,178999999500000;231,000000000000000
2279;324;7259319,697799999300000;2269362,178999999500000;324,000000000000000;2279;1924;7259319,697799999300000;2269362,178999999500000;1924,000000000000000;2279;231;7259319,697799999300000;2269362,178999999500000;231,000000000000000
2280;324;7259344,697799999300000;2269362,178999999500000;324,000000000000000;2280;1926;7259344,697799999300000;2269362,178999999500000;1926,000000000000000;2280;231;7259344,697799999300000;2269362,178999999500000;231,000000000000000
2281;324;7259369,697799999300000;2269362,178999999500000;324,000000000000000;2281;1922;7259369,697799999300000;2269362,178999999500000;1922,000000000000000;2281;234;7259369,697799999300000;2269362,178999999500000;234,000000000000000
2282;333;7259394,697799999300000;2269362,178999999500000;333,000000000000000;2282;1920;7259394,697799999300000;2269362,178999999500000;1920,000000000000000;2282;235;7259394,697799999300000;2269362,178999999500000;235,000000000000000
2283;333;7259419,697799999300000;2269362,178999999500000;333,000000000000000;2283;1918;7259419,697799999300000;2269362,178999999500000;1918,000000000000000;2283;236;7259419,697799999300000;2269362,178999999500000;236,000000000000000
2284;333;7259444,697799999300000;2269362,178999999500000;333,000000000000000;2284;1918;7259444,697799999300000;2269362,178999999500000;1918,000000000000000;2284;236;7259444,697799999300000;2269362,178999999500000;236,000000000000000
2285;333;7259469,697799999300000;2269362,178999999500000;333,000000000000000;2285;1914;7259469,697799999300000;2269362,178999999500000;1914,000000000000000;2285;235;7259469,697799999300000;2269362,178999999500000;235,000000000000000
2286;333;7259494,697799999300000;2269362,178999999500000;333,000000000000000;2286;1915;7259494,697799999300000;2269362,178999999500000;1915,000000000000000;2286;235;7259494,697799999300000;2269362,178999999500000;235,000000000000000
2287;333;7259519,697799999300000;2269362,178999999500000;333,000000000000000;2287;1912;7259519,697799999300000;2269362,178999999500000;1912,000000000000000;2287;234;7259519,697799999300000;2269362,178999999500000;234,000000000000000
2288;333;7259544,697799999300000;2269362,178999999500000;333,000000000000000;2288;1909;7259544,697799999300000;2269362,178999999500000;1909,000000000000000;2288;234;7259544,697799999300000;2269362,178999999500000;234,000000000000000
2289;321;7257744,697799999300000;2269337,178999999500000;321,000000000000000;2289;2030;7257744,697799999300000;2269337,178999999500000;2030,000000000000000;2289;203;7257744,697799999300000;2269337,178999999500000;203,000000000000000
2290;321;7257769,697799999300000;2269337,178999999500000;321,000000000000000;2290;2050;7257769,697799999300000;2269337,178999999500000;2050,000000000000000;2290;189;7257769,697799999300000;2269337,178999999500000;189,000000000000000
2291;321;7257794,697799999300000;2269337,178999999500000;321,000000000000000;2291;2068;7257794,697799999300000;2269337,178999999500000;2068,000000000000000;2291;186;7257794,697799999300000;2269337,178999999500000;186,000000000000000
2292;321;7257819,697799999300000;2269337,178999999500000;321,000000000000000;2292;2089;7257819,697799999300000;2269337,178999999500000;2089,000000000000000;2292;183;7257819,697799999300000;2269337,178999999500000;183,000000000000000
2293;321;7257844,697799999300000;2269337,178999999500000;321,000000000000000;2293;2100;7257844,697799999300000;2269337,178999999500000;2100,000000000000000;2293;185;7257844,697799999300000;2269337,178999999500000;185,000000000000000
2294;321;7257869,697799999300000;2269337,178999999500000;321,000000000000000;2294;2114;7257869,697799999300000;2269337,178999999500000;2114,000000000000000;2294;186;7257869,697799999300000;2269337,178999999500000;186,000000000000000
2295;321;7257894,697799999300000;2269337,178999999500000;321,000000000000000;2295;2126;7257894,697799999300000;2269337,178999999500000;2126,000000000000000;2295;189;7257894,697799999300000;2269337,178999999500000;189,000000000000000
2296;321;7257919,697799999300000;2269337,178999999500000;321,000000000000000;2296;2150;7257919,697799999300000;2269337,178999999500000;2150,000000000000000;2296;196;7257919,697799999300000;2269337,178999999500000;196,000000000000000
2297;321;7257944,697799999300000;2269337,178999999500000;321,000000000000000;2297;2164;7257944,697799999300000;2269337,178999999500000;2164,000000000000000;2297;206;7257944,697799999300000;2269337,178999999500000;206,000000000000000
2298;321;7257969,697799999300000;2269337,178999999500000;321,000000000000000;2298;2184;7257969,697799999300000;2269337,178999999500000;2184,000000000000000;2298;212;7257969,697799999300000;2269337,178999999500000;212,000000000000000
2299;321;7257994,697799999300000;2269337,178999999500000;321,000000000000000;2299;2196;7257994,697799999300000;2269337,178999999500000;2196,000000000000000;2299;217;7257994,697799999300000;2269337,178999999500000;217,000000000000000
2300;321;7258044,697799999300000;2269337,178999999500000;321,000000000000000;2300;2198;7258044,697799999300000;2269337,178999999500000;2198,000000000000000;2300;224;7258044,697799999300000;2269337,178999999500000;224,000000000000000
2301;321;7258069,697799999300000;2269337,178999999500000;321,000000000000000;2301;2197;7258069,697799999300000;2269337,178999999500000;2197,000000000000000;2301;223;7258069,697799999300000;2269337,178999999500000;223,000000000000000
2302;321;7258094,697799999300000;2269337,178999999500000;321,000000000000000;2302;2192;7258094,697799999300000;2269337,178999999500000;2192,000000000000000;2302;215;7258094,697799999300000;2269337,178999999500000;215,000000000000000
2303;321;7258119,697799999300000;2269337,178999999500000;321,000000000000000;2303;2187;7258119,697799999300000;2269337,178999999500000;2187,000000000000000;2303;207;7258119,697799999300000;2269337,178999999500000;207,000000000000000
2304;321;7258144,697799999300000;2269337,178999999500000;321,000000000000000;2304;2170;7258144,697799999300000;2269337,178999999500000;2170,000000000000000;2304;201;7258144,697799999300000;2269337,178999999500000;201,000000000000000
2305;321;7258169,697799999300000;2269337,178999999500000;321,000000000000000;2305;2158;7258169,697799999300000;2269337,178999999500000;2158,000000000000000;2305;198;7258169,697799999300000;2269337,178999999500000;198,000000000000000
2306;321;7258194,697799999300000;2269337,178999999500000;321,000000000000000;2306;2141;7258194,697799999300000;2269337,178999999500000;2141,000000000000000;2306;198;7258194,697799999300000;2269337,178999999500000;198,000000000000000
2307;324;7259144,697799999300000;2269337,178999999500000;324,000000000000000;2307;1940;7259144,697799999300000;2269337,178999999500000;1940,000000000000000;2307;237;7259144,697799999300000;2269337,178999999500000;237,000000000000000
2308;324;7259169,697799999300000;2269337,178999999500000;324,000000000000000;2308;1935;7259169,697799999300000;2269337,178999999500000;1935,000000000000000;2308;236;7259169,697799999300000;2269337,178999999500000;236,000000000000000
2309;324;7259194,697799999300000;2269337,178999999500000;324,000000000000000;2309;1929;7259194,697799999300000;2269337,178999999500000;1929,000000000000000;2309;235;7259194,697799999300000;2269337,178999999500000;235,000000000000000
2310;324;7259219,697799999300000;2269337,178999999500000;324,000000000000000;2310;1926;7259219,697799999300000;2269337,178999999500000;1926,000000000000000;2310;234;7259219,697799999300000;2269337,178999999500000;234,000000000000000
2311;324;7259244,697799999300000;2269337,178999999500000;324,000000000000000;2311;1922;7259244,697799999300000;2269337,178999999500000;1922,000000000000000;2311;234;7259244,697799999300000;2269337,178999999500000;234,000000000000000
2312;324;7259269,697799999300000;2269337,178999999500000;324,000000000000000;2312;1917;7259269,697799999300000;2269337,178999999500000;1917,000000000000000;2312;233;7259269,697799999300000;2269337,178999999500000;233,000000000000000
2313;324;7259294,697799999300000;2269337,178999999500000;324,000000000000000;2313;1920;7259294,697799999300000;2269337,178999999500000;1920,000000000000000;2313;232;7259294,697799999300000;2269337,178999999500000;232,000000000000000
2314;324;7259319,697799999300000;2269337,178999999500000;324,000000000000000;2314;1915;7259319,697799999300000;2269337,178999999500000;1915,000000000000000;2314;233;7259319,697799999300000;2269337,178999999500000;233,000000000000000
2315;324;7259344,697799999300000;2269337,178999999500000;324,000000000000000;2315;1913;7259344,697799999300000;2269337,178999999500000;1913,000000000000000;2315;232;7259344,697799999300000;2269337,178999999500000;232,000000000000000
2316;333;7259369,697799999300000;2269337,178999999500000;333,000000000000000;2316;1911;7259369,697799999300000;2269337,178999999500000;1911,000000000000000;2316;235;7259369,697799999300000;2269337,178999999500000;235,000000000000000
2317;333;7259394,697799999300000;2269337,178999999500000;333,000000000000000;2317;1911;7259394,697799999300000;2269337,178999999500000;1911,000000000000000;2317;236;7259394,697799999300000;2269337,178999999500000;236,000000000000000
2318;333;7259419,697799999300000;2269337,178999999500000;333,000000000000000;2318;1909;7259419,697799999300000;2269337,178999999500000;1909,000000000000000;2318;236;7259419,697799999300000;2269337,178999999500000;236,000000000000000
2319;333;7259444,697799999300000;2269337,178999999500000;333,000000000000000;2319;1906;7259444,697799999300000;2269337,178999999500000;1906,000000000000000;2319;235;7259444,697799999300000;2269337,178999999500000;235,000000000000000
2320;333;7259469,697799999300000;2269337,178999999500000;333,000000000000000;2320;1905;7259469,697799999300000;2269337,178999999500000;1905,000000000000000;2320;234;7259469,697799999300000;2269337,178999999500000;234,000000000000000
2321;333;7259494,697799999300000;2269337,178999999500000;333,000000000000000;2321;1905;7259494,697799999300000;2269337,178999999500000;1905,000000000000000;2321;234;7259494,697799999300000;2269337,178999999500000;234,000000000000000
2322;321;7257769,697799999300000;2269312,178999999500000;321,000000000000000;2322;2040;7257769,697799999300000;2269312,178999999500000;2040,000000000000000;2322;203;7257769,697799999300000;2269312,178999999500000;203,000000000000000
2323;321;7257794,697799999300000;2269312,178999999500000;321,000000000000000;2323;2051;7257794,697799999300000;2269312,178999999500000;2051,000000000000000;2323;195;7257794,697799999300000;2269312,178999999500000;195,000000000000000
2324;321;7257819,697799999300000;2269312,178999999500000;321,000000000000000;2324;2065;7257819,697799999300000;2269312,178999999500000;2065,000000000000000;2324;187;7257819,697799999300000;2269312,178999999500000;187,000000000000000
2325;321;7257844,697799999300000;2269312,178999999500000;321,000000000000000;2325;2079;7257844,697799999300000;2269312,178999999500000;2079,000000000000000;2325;184;7257844,697799999300000;2269312,178999999500000;184,000000000000000
2326;321;7257869,697799999300000;2269312,178999999500000;321,000000000000000;2326;2104;7257869,697799999300000;2269312,178999999500000;2104,000000000000000;2326;184;7257869,697799999300000;2269312,178999999500000;184,000000000000000
2327;321;7257894,697799999300000;2269312,178999999500000;321,000000000000000;2327;2121;7257894,697799999300000;2269312,178999999500000;2121,000000000000000;2327;184;7257894,697799999300000;2269312,178999999500000;184,000000000000000
2328;321;7257919,697799999300000;2269312,178999999500000;321,000000000000000;2328;2146;7257919,697799999300000;2269312,178999999500000;2146,000000000000000;2328;191;7257919,697799999300000;2269312,178999999500000;191,000000000000000
2329;321;7257944,697799999300000;2269312,178999999500000;321,000000000000000;2329;2160;7257944,697799999300000;2269312,178999999500000;2160,000000000000000;2329;200;7257944,697799999300000;2269312,178999999500000;200,000000000000000
2330;321;7257969,697799999300000;2269312,178999999500000;321,000000000000000;2330;2176;7257969,697799999300000;2269312,178999999500000;2176,000000000000000;2330;213;7257969,697799999300000;2269312,178999999500000;213,000000000000000
2331;321;7257994,697799999300000;2269312,178999999500000;321,000000000000000;2331;2187;7257994,697799999300000;2269312,178999999500000;2187,000000000000000;2331;222;7257994,697799999300000;2269312,178999999500000;222,000000000000000
2332;321;7258044,697799999300000;2269312,178999999500000;321,000000000000000;2332;2184;7258044,697799999300000;2269312,178999999500000;2184,000000000000000;2332;227;7258044,697799999300000;2269312,178999999500000;227,000000000000000
2333;321;7258069,697799999300000;2269312,178999999500000;321,000000000000000;2333;2187;7258069,697799999300000;2269312,178999999500000;2187,000000000000000;2333;228;7258069,697799999300000;2269312,178999999500000;228,000000000000000
2334;321;7258094,697799999300000;2269312,178999999500000;321,000000000000000;2334;2179;7258094,697799999300000;2269312,178999999500000;2179,000000000000000;2334;222;7258094,697799999300000;2269312,178999999500000;222,000000000000000
2335;321;7258119,697799999300000;2269312,178999999500000;321,000000000000000;2335;2175;7258119,697799999300000;2269312,178999999500000;2175,000000000000000;2335;212;7258119,697799999300000;2269312,178999999500000;212,000000000000000
2336;321;7258144,697799999300000;2269312,178999999500000;321,000000000000000;2336;2161;7258144,697799999300000;2269312,178999999500000;2161,000000000000000;2336;201;7258144,697799999300000;2269312,178999999500000;201,000000000000000
2337;321;7258169,697799999300000;2269312,178999999500000;321,000000000000000;2337;2149;7258169,697799999300000;2269312,178999999500000;2149,000000000000000;2337;198;7258169,697799999300000;2269312,178999999500000;198,000000000000000
2338;324;7259094,697799999300000;2269312,178999999500000;324,000000000000000;2338;1943;7259094,697799999300000;2269312,178999999500000;1943,000000000000000;2338;235;7259094,697799999300000;2269312,178999999500000;235,000000000000000
2339;324;7259119,697799999300000;2269312,178999999500000;324,000000000000000;2339;1937;7259119,697799999300000;2269312,178999999500000;1937,000000000000000;2339;236;7259119,697799999300000;2269312,178999999500000;236,000000000000000
2340;324;7259144,697799999300000;2269312,178999999500000;324,000000000000000;2340;1930;7259144,697799999300000;2269312,178999999500000;1930,000000000000000;2340;236;7259144,697799999300000;2269312,178999999500000;236,000000000000000
2341;324;7259169,697799999300000;2269312,178999999500000;324,000000000000000;2341;1927;7259169,697799999300000;2269312,178999999500000;1927,000000000000000;2341;236;7259169,697799999300000;2269312,178999999500000;236,000000000000000
2342;324;7259194,697799999300000;2269312,178999999500000;324,000000000000000;2342;1923;7259194,697799999300000;2269312,178999999500000;1923,000000000000000;2342;235;7259194,697799999300000;2269312,178999999500000;235,000000000000000
2343;324;7259219,697799999300000;2269312,178999999500000;324,000000000000000;2343;1917;7259219,697799999300000;2269312,178999999500000;1917,000000000000000;2343;235;7259219,697799999300000;2269312,178999999500000;235,000000000000000
2344;324;7259244,697799999300000;2269312,178999999500000;324,000000000000000;2344;1916;7259244,697799999300000;2269312,178999999500000;1916,000000000000000;2344;233;7259244,697799999300000;2269312,178999999500000;233,000000000000000
2345;324;7259269,697799999300000;2269312,178999999500000;324,000000000000000;2345;1909;7259269,697799999300000;2269312,178999999500000;1909,000000000000000;2345;234;7259269,697799999300000;2269312,178999999500000;234,000000000000000
2346;324;7259294,697799999300000;2269312,178999999500000;324,000000000000000;2346;1907;7259294,697799999300000;2269312,178999999500000;1907,000000000000000;2346;234;7259294,697799999300000;2269312,178999999500000;234,000000000000000
2347;324;7259319,697799999300000;2269312,178999999500000;324,000000000000000;2347;1905;7259319,697799999300000;2269312,178999999500000;1905,000000000000000;2347;235;7259319,697799999300000;2269312,178999999500000;235,000000000000000
2348;324;7259344,697799999300000;2269312,178999999500000;324,000000000000000;2348;1904;7259344,697799999300000;2269312,178999999500000;1904,000000000000000;2348;236;7259344,697799999300000;2269312,178999999500000;236,000000000000000
2349;333;7259369,697799999300000;2269312,178999999500000;333,000000000000000;2349;1901;7259369,697799999300000;2269312,178999999500000;1901,000000000000000;2349;237;7259369,697799999300000;2269312,178999999500000;237,000000000000000
2350;333;7259394,697799999300000;2269312,178999999500000;333,000000000000000;2350;1900;7259394,697799999300000;2269312,178999999500000;1900,000000000000000;2350;237;7259394,697799999300000;2269312,178999999500000;237,000000000000000
2351;333;7259419,697799999300000;2269312,178999999500000;333,000000000000000;2351;1901;7259419,697799999300000;2269312,178999999500000;1901,000000000000000;2351;236;7259419,697799999300000;2269312,178999999500000;236,000000000000000
2352;333;7259444,697799999300000;2269312,178999999500000;333,000000000000000;2352;1899;7259444,697799999300000;2269312,178999999500000;1899,000000000000000;2352;235;7259444,697799999300000;2269312,178999999500000;235,000000000000000
2353;321;7257794,697799999300000;2269287,178999999500000;321,000000000000000;2353;2032;7257794,697799999300000;2269287,178999999500000;2032,000000000000000;2353;205;7257794,697799999300000;2269287,178999999500000;205,000000000000000
2354;321;7257819,697799999300000;2269287,178999999500000;321,000000000000000;2354;2054;7257819,697799999300000;2269287,178999999500000;2054,000000000000000;2354;194;7257819,697799999300000;2269287,178999999500000;194,000000000000000
2355;321;7257844,697799999300000;2269287,178999999500000;321,000000000000000;2355;2071;7257844,697799999300000;2269287,178999999500000;2071,000000000000000;2355;192;7257844,697799999300000;2269287,178999999500000;192,000000000000000
2356;321;7257869,697799999300000;2269287,178999999500000;321,000000000000000;2356;2100;7257869,697799999300000;2269287,178999999500000;2100,000000000000000;2356;186;7257869,697799999300000;2269287,178999999500000;186,000000000000000
2357;321;7257894,697799999300000;2269287,178999999500000;321,000000000000000;2357;2114;7257894,697799999300000;2269287,178999999500000;2114,000000000000000;2357;184;7257894,697799999300000;2269287,178999999500000;184,000000000000000
2358;321;7257919,697799999300000;2269287,178999999500000;321,000000000000000;2358;2129;7257919,697799999300000;2269287,178999999500000;2129,000000000000000;2358;190;7257919,697799999300000;2269287,178999999500000;190,000000000000000
2359;321;7257944,697799999300000;2269287,178999999500000;321,000000000000000;2359;2145;7257944,697799999300000;2269287,178999999500000;2145,000000000000000;2359;205;7257944,697799999300000;2269287,178999999500000;205,000000000000000
2360;321;7257969,697799999300000;2269287,178999999500000;321,000000000000000;2360;2170;7257969,697799999300000;2269287,178999999500000;2170,000000000000000;2360;214;7257969,697799999300000;2269287,178999999500000;214,000000000000000
2361;321;7257994,697799999300000;2269287,178999999500000;321,000000000000000;2361;2176;7257994,697799999300000;2269287,178999999500000;2176,000000000000000;2361;223;7257994,697799999300000;2269287,178999999500000;223,000000000000000
2362;321;7258044,697799999300000;2269287,178999999500000;321,000000000000000;2362;2175;7258044,697799999300000;2269287,178999999500000;2175,000000000000000;2362;231;7258044,697799999300000;2269287,178999999500000;231,000000000000000
2363;321;7258069,697799999300000;2269287,178999999500000;321,000000000000000;2363;2179;7258069,697799999300000;2269287,178999999500000;2179,000000000000000;2363;228;7258069,697799999300000;2269287,178999999500000;228,000000000000000
2364;321;7258094,697799999300000;2269287,178999999500000;321,000000000000000;2364;2171;7258094,697799999300000;2269287,178999999500000;2171,000000000000000;2364;222;7258094,697799999300000;2269287,178999999500000;222,000000000000000
2365;321;7258119,697799999300000;2269287,178999999500000;321,000000000000000;2365;2164;7258119,697799999300000;2269287,178999999500000;2164,000000000000000;2365;216;7258119,697799999300000;2269287,178999999500000;216,000000000000000
